lead_id,conversion_date,conversion_value,conversion_type
lead_006075,2025-07-30 23:43:08.440819,6204.83,Trial
lead_006077,2025-07-17 23:33:08.440819,7250.74,Demo
lead_006080,2025-08-06 15:32:08.440819,5949.57,Subscription
lead_006084,2025-08-01 03:24:08.440819,9633.23,Subscription
lead_006087,2025-08-09 06:44:08.440819,5931.61,Purchase
lead_006095,2025-07-19 03:04:08.440819,9399.18,Purchase
lead_006100,2025-08-16 17:51:08.440819,6365.67,Demo
lead_006101,2025-08-11 01:37:08.440819,8744.67,Trial
lead_006106,2025-07-29 06:03:08.440819,9647.29,Trial
lead_006107,2025-08-08 10:46:08.440819,2952.18,Purchase
lead_006110,2025-07-21 21:20:08.440819,3959.22,Demo
lead_006113,2025-07-19 22:35:08.440819,7229.06,Subscription
lead_006114,2025-07-19 18:26:08.440819,5777.38,Trial
lead_006115,2025-07-31 06:00:08.440819,7068.15,Trial
lead_006119,2025-07-22 04:10:08.440819,2957.26,Demo
lead_006122,2025-08-02 14:39:08.440819,1515.48,Purchase
lead_006129,2025-07-22 23:18:08.440819,2438.36,Trial
lead_006130,2025-08-08 05:45:08.440819,7187.76,Demo
lead_006131,2025-07-24 04:15:08.440819,8338.09,Subscription
lead_006132,2025-08-10 10:04:08.440819,1842.87,Demo
lead_006135,2025-07-24 22:56:08.440819,2948.76,Trial
lead_006139,2025-07-20 22:09:08.440819,7539.5,Trial
lead_006140,2025-08-01 17:26:08.440819,5148.56,Trial
lead_006147,2025-08-13 20:15:08.440819,2399.24,Trial
lead_006155,2025-07-26 20:10:08.440819,9941.11,Demo
lead_006161,2025-07-29 13:02:08.440819,8238.03,Subscription
lead_006163,2025-08-17 18:12:08.440819,6332.55,Subscription
lead_006165,2025-08-11 14:44:08.440819,5318.26,Subscription
lead_006166,2025-08-02 17:05:08.440819,5734.18,Purchase
lead_006167,2025-08-04 02:48:08.440819,5753.5,Trial
lead_006168,2025-08-18 18:20:08.440819,7987.76,Demo
lead_006169,2025-08-12 08:56:08.440819,5824.18,Purchase
lead_006170,2025-07-30 23:44:08.440819,1016.9,Purchase
lead_006176,2025-08-02 13:20:08.440819,9840.16,Demo
lead_006179,2025-07-22 19:52:08.440819,9372.04,Trial
lead_006186,2025-07-21 15:50:08.440819,2503.57,Subscription
lead_006188,2025-08-18 04:54:08.440819,9377.32,Subscription
lead_006190,2025-08-04 02:01:08.440819,4491.62,Demo
lead_006195,2025-08-15 21:26:08.440819,7999.93,Subscription
lead_006197,2025-08-01 11:46:08.440819,7930.68,Trial
lead_006200,2025-07-25 00:17:08.440819,5279.64,Demo
lead_006201,2025-07-23 22:28:08.440819,5309.65,Trial
lead_006207,2025-08-18 15:39:08.440819,7010.66,Purchase
lead_006208,2025-08-06 01:48:08.440819,8212.56,Trial
lead_006211,2025-08-14 17:26:08.440819,2174.58,Subscription
lead_006213,2025-08-05 06:08:08.440819,7688.31,Demo
lead_006215,2025-08-12 04:34:08.440819,3686.44,Demo
lead_006218,2025-08-05 20:23:08.440819,6297.88,Trial
lead_006220,2025-08-10 14:20:08.440819,5307.34,Demo
lead_006221,2025-08-09 00:24:08.440819,7232.24,Trial
lead_006224,2025-07-28 18:40:08.440819,6374.35,Trial
lead_006227,2025-07-27 12:09:08.440819,7808.46,Purchase
lead_006230,2025-07-30 11:08:08.440819,8056.94,Subscription
lead_006232,2025-08-03 09:34:08.440819,8792.61,Trial
lead_006237,2025-08-02 22:02:08.440819,4765.44,Purchase
lead_006241,2025-07-28 03:24:08.440819,1104.46,Subscription
lead_006247,2025-08-04 14:58:08.440819,7058.55,Trial
lead_006256,2025-08-03 12:15:08.440819,1227.13,Purchase
lead_006262,2025-08-13 01:42:08.440819,5896.74,Trial
lead_006265,2025-08-18 18:01:08.440819,9495.28,Purchase
lead_006269,2025-07-24 23:08:08.440819,2616.47,Demo
lead_006277,2025-08-11 01:10:08.440819,2963.31,Subscription
lead_006281,2025-07-25 09:30:08.440819,7836.02,Purchase
lead_006283,2025-07-26 12:19:08.440819,3216.9,Demo
lead_006286,2025-08-18 06:11:08.440819,3432.95,Trial
lead_006290,2025-08-09 10:14:08.440819,2602.03,Trial
lead_006291,2025-07-26 09:08:08.440819,9856.42,Purchase
lead_006292,2025-08-02 11:40:08.440819,1391.58,Purchase
lead_006295,2025-08-05 16:06:08.440819,6062.96,Trial
lead_006301,2025-08-12 12:56:08.440819,9632.1,Purchase
lead_006310,2025-08-11 09:27:08.440819,6012.81,Demo
lead_006314,2025-08-07 08:51:08.440819,4118.52,Purchase
lead_006315,2025-08-01 05:40:08.440819,4083.79,Trial
lead_006321,2025-08-23 00:04:08.440819,3068.87,Subscription
lead_006328,2025-07-27 03:25:08.440819,1031.62,Demo
lead_006329,2025-08-11 20:04:08.440819,9551.82,Trial
lead_006334,2025-08-14 00:27:08.440819,3924.74,Purchase
lead_006336,2025-08-11 21:45:08.440819,1125.47,Trial
lead_006338,2025-08-19 07:47:08.440819,7218.41,Demo
lead_006339,2025-08-02 04:45:08.440819,5288.45,Demo
lead_006340,2025-08-03 14:52:08.440819,7646.96,Subscription
lead_006341,2025-07-28 00:29:08.440819,7037.85,Subscription
lead_006345,2025-07-29 22:00:08.440819,9698.28,Demo
lead_006348,2025-07-31 23:54:08.440819,7043.93,Demo
lead_006351,2025-08-17 15:46:08.440819,3089.32,Subscription
lead_006354,2025-08-15 21:01:08.440819,3469.48,Subscription
lead_006357,2025-08-17 07:46:08.440819,2255.44,Subscription
lead_006358,2025-08-22 23:25:08.440819,5527.84,Purchase
lead_006359,2025-08-12 07:18:08.440819,7017.67,Trial
lead_006361,2025-08-15 07:07:08.440819,3573.08,Trial
lead_006362,2025-08-14 09:38:08.440819,9027.88,Demo
lead_006363,2025-08-06 12:25:08.440819,3507.89,Purchase
lead_006364,2025-08-18 16:30:08.440819,5241.35,Demo
lead_006365,2025-08-10 18:50:08.440819,8125.03,Demo
lead_006367,2025-08-22 23:20:08.440819,7305.18,Trial
lead_006371,2025-08-16 19:21:08.440819,3458.47,Demo
lead_006372,2025-07-27 16:24:08.440819,5313.32,Subscription
lead_006373,2025-08-20 03:41:08.440819,7011.07,Purchase
lead_006375,2025-08-23 14:01:08.440819,7729.24,Purchase
lead_006376,2025-08-13 18:33:08.440819,4853.29,Demo
lead_006389,2025-08-04 05:12:08.440819,4980.02,Trial
lead_006392,2025-08-04 10:15:08.440819,3242.94,Subscription
lead_006397,2025-08-19 09:49:08.440819,8248.76,Subscription
lead_006400,2025-08-10 02:41:08.440819,9050.4,Demo
lead_006402,2025-08-24 10:07:08.440819,2357.39,Purchase
lead_006403,2025-08-06 02:44:08.440819,7365.45,Trial
lead_006404,2025-08-24 06:39:08.440819,8433.97,Trial
lead_006407,2025-08-01 09:48:08.440819,9074.75,Purchase
lead_006410,2025-07-27 09:55:08.440819,4613.77,Subscription
lead_006412,2025-08-07 06:56:08.440819,2788.81,Demo
lead_006417,2025-08-04 09:57:08.440819,6409.84,Subscription
lead_006421,2025-08-12 04:43:08.440819,5701.19,Purchase
lead_006422,2025-08-01 08:49:08.440819,9465.25,Purchase
lead_006423,2025-08-05 17:58:08.440819,4631.88,Subscription
lead_006425,2025-08-12 13:38:08.440819,5274.01,Demo
lead_006428,2025-07-27 10:33:08.440819,7468.93,Subscription
lead_006431,2025-08-04 10:31:08.440819,6293.53,Subscription
lead_006438,2025-08-18 13:10:08.440819,8886.36,Subscription
lead_006441,2025-08-16 00:57:08.440819,7037.64,Subscription
lead_006442,2025-08-17 15:12:08.440819,7787.15,Demo
lead_006443,2025-08-14 07:33:08.440819,2326.53,Purchase
lead_006446,2025-08-12 08:55:08.440819,7231.24,Demo
lead_006451,2025-08-01 17:54:08.440819,5995.79,Demo
lead_006452,2025-08-22 20:09:08.440819,1628.84,Trial
lead_006456,2025-08-18 15:01:08.440819,3386.88,Demo
lead_006462,2025-08-15 10:41:08.440819,7839.86,Subscription
lead_006463,2025-08-09 23:06:08.440819,8209.54,Trial
lead_006465,2025-08-12 04:53:08.440819,1684.04,Demo
lead_006468,2025-08-19 06:16:08.440819,1397.23,Purchase
lead_006475,2025-07-30 18:08:08.440819,6180.2,Trial
lead_006476,2025-08-04 06:56:08.440819,8851.3,Subscription
lead_006477,2025-08-19 02:50:08.440819,2020.49,Trial
lead_006479,2025-08-22 15:02:08.440819,2528.93,Subscription
lead_006480,2025-08-23 09:20:08.440819,8280.9,Subscription
lead_006485,2025-08-08 17:24:08.440819,8330.93,Trial
lead_006489,2025-08-06 18:13:08.440819,6096.91,Subscription
lead_006490,2025-07-30 14:43:08.440819,2941.46,Purchase
lead_006493,2025-08-12 20:41:08.440819,5516.47,Purchase
lead_006494,2025-08-07 23:03:08.440819,5270.33,Subscription
lead_006500,2025-08-26 04:54:08.440819,3473.24,Demo
lead_006502,2025-08-08 23:40:08.440819,2063.54,Subscription
lead_006503,2025-08-14 03:52:08.440819,2982.83,Demo
lead_006510,2025-08-13 20:20:08.440819,9965.96,Purchase
lead_006511,2025-08-16 23:00:08.440819,1001.73,Purchase
lead_006512,2025-08-09 19:34:08.440819,4427.49,Trial
lead_006517,2025-08-18 10:34:08.440819,2672.65,Purchase
lead_006518,2025-08-14 02:52:08.440819,1442.74,Subscription
lead_006524,2025-08-19 15:19:08.440819,9217.12,Subscription
lead_006526,2025-08-14 09:12:08.440819,4890.88,Subscription
lead_006531,2025-08-02 10:50:08.440819,7855.37,Demo
lead_006534,2025-08-24 13:00:08.440819,3229.73,Trial
lead_006535,2025-08-06 20:53:08.440819,3043.64,Demo
lead_006537,2025-08-23 10:50:08.440819,9831.95,Trial
lead_006553,2025-08-24 19:55:08.440819,6736.66,Demo
lead_006554,2025-08-16 14:16:08.440819,7079.94,Subscription
lead_006560,2025-08-09 15:00:08.440819,1792.34,Purchase
lead_006562,2025-08-09 00:29:08.440819,6084.9,Purchase
lead_006564,2025-08-08 20:25:08.440819,3733.33,Subscription
lead_006566,2025-08-22 09:49:08.440819,5671.53,Subscription
lead_006569,2025-08-28 04:07:08.440819,7932.06,Subscription
lead_006570,2025-08-16 15:24:08.440819,3631.61,Trial
lead_006575,2025-08-21 21:19:08.440819,2416.11,Purchase
lead_006576,2025-08-27 14:40:08.440819,2545.35,Purchase
lead_006577,2025-08-16 17:26:08.440819,4388.89,Purchase
lead_006582,2025-08-23 16:48:08.440819,4954.33,Trial
lead_006583,2025-08-06 10:15:08.440819,7154.31,Subscription
lead_006585,2025-08-20 10:15:08.440819,3633.07,Purchase
lead_006587,2025-07-31 14:43:08.440819,9155.75,Subscription
lead_006591,2025-08-13 02:03:08.440819,5889.05,Demo
lead_006592,2025-08-28 17:25:08.440819,1209.54,Purchase
lead_006597,2025-08-28 11:51:08.440819,1272.34,Subscription
lead_006599,2025-07-31 02:50:08.440819,4504.02,Subscription
lead_006601,2025-08-27 11:47:08.440819,5456.25,Trial
lead_006602,2025-08-17 12:29:08.440819,5639.72,Demo
lead_006605,2025-08-22 11:19:08.440819,8783.22,Subscription
lead_006606,2025-08-21 12:59:08.440819,5307.24,Trial
lead_006607,2025-08-04 09:14:08.440819,5224.34,Trial
lead_006610,2025-08-21 10:20:08.440819,2321.57,Trial
lead_006612,2025-08-05 11:24:08.440819,3360.34,Demo
lead_006613,2025-08-13 09:55:08.440819,5756.86,Trial
lead_006618,2025-08-29 07:22:08.440819,4034.39,Purchase
lead_006620,2025-08-18 17:27:08.440819,1047.43,Purchase
lead_006623,2025-08-02 01:21:08.440819,7753.79,Purchase
lead_006624,2025-08-30 06:08:08.440819,9835.57,Subscription
lead_006631,2025-08-07 19:17:08.440819,3281.35,Demo
lead_006633,2025-08-21 20:33:08.440819,4109.23,Demo
lead_006634,2025-08-09 17:16:08.440819,6986.02,Subscription
lead_006635,2025-08-25 09:38:08.440819,2035.71,Purchase
lead_006636,2025-08-27 16:48:08.440819,4046.88,Trial
lead_006639,2025-08-27 13:40:08.440819,4821.54,Subscription
lead_006641,2025-08-03 12:58:08.440819,9475.76,Subscription
lead_006642,2025-08-20 17:09:08.440819,2943.75,Trial
lead_006649,2025-08-02 14:07:08.440819,9622.12,Subscription
lead_006652,2025-08-21 14:59:08.440819,4611.06,Purchase
lead_006653,2025-08-21 20:20:08.440819,4484.13,Demo
lead_006654,2025-08-05 13:26:08.440819,3691.16,Trial
lead_006658,2025-08-06 09:25:08.440819,5641.79,Subscription
lead_006666,2025-08-26 03:59:08.440819,2083.34,Subscription
lead_006668,2025-08-07 08:57:08.440819,8886.51,Subscription
lead_006669,2025-08-15 07:20:08.440819,7368.04,Subscription
lead_006676,2025-08-23 16:38:08.440819,4771.25,Purchase
lead_006679,2025-08-29 08:26:08.440819,5144.54,Subscription
lead_006680,2025-08-05 19:08:08.440819,2553.13,Demo
lead_006688,2025-08-30 11:33:08.440819,3463.13,Trial
lead_006689,2025-08-06 07:28:08.440819,1728.42,Subscription
lead_006700,2025-08-29 07:57:08.440819,4690.58,Trial
lead_006701,2025-08-11 20:23:08.440819,7050.01,Purchase
lead_006702,2025-08-02 11:19:08.440819,9860.82,Trial
lead_006703,2025-08-09 19:41:08.440819,3112.06,Trial
lead_006709,2025-08-08 19:59:08.440819,8857.41,Trial
lead_006713,2025-08-21 01:49:08.440819,9177.25,Subscription
lead_006714,2025-08-26 16:26:08.440819,7537.48,Purchase
lead_006717,2025-08-03 06:27:08.440819,4606.84,Trial
lead_006721,2025-08-13 17:23:08.440819,2891.88,Subscription
lead_006725,2025-08-22 05:26:08.440819,8029.85,Subscription
lead_006726,2025-08-28 14:36:08.440819,7845.73,Demo
lead_006729,2025-08-07 08:30:08.440819,9798.55,Purchase
lead_006730,2025-08-20 20:43:08.440819,9423.24,Purchase
lead_006733,2025-08-12 22:39:08.440819,6692.75,Trial
lead_006739,2025-08-14 17:05:08.440819,1543.31,Subscription
lead_006743,2025-08-18 22:00:08.440819,2395.69,Purchase
lead_006746,2025-08-24 23:44:08.440819,5831.79,Purchase
lead_006750,2025-08-29 23:18:08.440819,2499.73,Subscription
lead_006751,2025-08-18 10:13:08.440819,1214.17,Purchase
lead_006752,2025-08-25 20:26:08.440819,7317.63,Demo
lead_006754,2025-08-25 06:13:08.440819,4959.62,Purchase
lead_006757,2025-08-21 23:50:08.440819,3189.22,Subscription
lead_006761,2025-08-14 23:14:08.440819,8759.28,Demo
lead_006762,2025-08-19 12:33:08.440819,6391.71,Trial
lead_006771,2025-08-18 20:54:08.440819,6125.51,Trial
lead_006775,2025-08-29 06:32:08.440819,2873.62,Demo
lead_006776,2025-08-09 15:54:08.440819,6524.49,Trial
lead_006777,2025-08-16 17:52:08.440819,3849.81,Trial
lead_006790,2025-08-21 00:25:08.440819,5755.11,Demo
lead_006794,2025-08-14 15:42:08.440819,8639.47,Purchase
lead_006795,2025-08-23 11:51:08.440819,1084.04,Demo
lead_006802,2025-08-15 03:14:08.440819,5912.21,Trial
lead_006806,2025-08-04 13:50:08.440819,2367.26,Purchase
lead_006810,2025-08-28 09:28:08.440819,4280.13,Demo
lead_006811,2025-08-12 06:04:08.440819,6828.62,Subscription
lead_006812,2025-08-12 05:17:08.440819,6951.21,Subscription
lead_006817,2025-08-17 18:35:08.440819,4287.67,Purchase
lead_006819,2025-08-07 07:45:08.440819,4115.75,Trial
lead_006823,2025-08-27 19:23:08.440819,9614.56,Subscription
lead_006827,2025-08-09 11:23:08.440819,7201.17,Subscription
lead_006829,2025-08-16 18:21:08.440819,4535.19,Purchase
lead_006833,2025-08-07 22:02:08.440819,2114.41,Subscription
lead_006836,2025-08-08 10:54:08.440819,4227.49,Demo
lead_006843,2025-08-05 21:37:08.440819,5024.2,Subscription
lead_006844,2025-08-26 18:48:08.440819,2434.32,Purchase
lead_006849,2025-08-28 14:45:08.440819,5752.95,Demo
lead_006850,2025-08-22 11:17:08.440819,5522.0,Subscription
lead_006852,2025-08-20 13:02:08.440819,3118.98,Demo
lead_006854,2025-08-31 01:34:08.440819,6758.11,Trial
lead_006855,2025-08-26 07:33:08.440819,4374.46,Subscription
lead_006856,2025-08-25 16:09:08.440819,3878.13,Trial
lead_006860,2025-08-17 12:06:08.440819,7162.99,Purchase
lead_006864,2025-08-08 18:20:08.440819,9856.13,Trial
lead_006870,2025-08-11 06:39:08.440819,4878.58,Purchase
lead_006871,2025-08-18 06:19:08.440819,6954.25,Demo
lead_006873,2025-08-12 07:32:08.440819,7724.92,Trial
lead_006874,2025-08-10 05:32:08.440819,8620.04,Purchase
lead_006876,2025-08-23 08:49:08.440819,1086.95,Demo
lead_006878,2025-09-04 15:22:08.440819,3129.13,Subscription
lead_006883,2025-08-14 07:24:08.440819,7447.37,Trial
lead_006884,2025-09-03 01:38:08.440819,3663.73,Trial
lead_006887,2025-09-04 02:09:08.440819,5287.55,Trial
lead_006888,2025-08-26 00:44:08.440819,4147.02,Purchase
lead_006891,2025-08-15 17:04:08.440819,1491.55,Subscription
lead_006892,2025-08-24 01:35:08.440819,4667.87,Demo
lead_006897,2025-08-30 11:21:08.440819,7050.4,Trial
lead_006899,2025-08-30 22:10:08.440819,3975.67,Purchase
lead_006901,2025-08-10 19:32:08.440819,6696.09,Demo
lead_006904,2025-08-07 20:09:08.440819,8018.26,Trial
lead_006907,2025-08-27 06:51:08.440819,3404.02,Subscription
lead_006908,2025-08-11 21:53:08.440819,4897.31,Trial
lead_006909,2025-08-22 11:19:08.440819,2669.84,Demo
lead_006913,2025-08-29 11:19:08.440819,2304.48,Demo
lead_006922,2025-09-01 10:31:08.440819,6248.3,Purchase
lead_006925,2025-08-31 06:52:08.440819,8271.31,Demo
lead_006930,2025-08-31 12:05:08.440819,2370.01,Trial
lead_006931,2025-08-29 14:32:08.440819,2132.89,Purchase
lead_006936,2025-08-11 00:39:08.440819,4273.54,Demo
lead_006939,2025-08-31 18:40:08.440819,4252.74,Purchase
lead_006943,2025-09-07 00:30:08.440819,6258.22,Purchase
lead_006944,2025-08-11 20:31:08.440819,6839.77,Subscription
lead_006946,2025-08-20 04:28:08.440819,7316.13,Trial
lead_006950,2025-08-22 10:13:08.440819,1980.18,Demo
lead_006954,2025-08-08 09:12:08.440819,1627.43,Subscription
lead_006960,2025-09-04 21:33:08.440819,5957.57,Purchase
lead_006962,2025-08-20 12:37:08.440819,5844.48,Demo
lead_006965,2025-08-14 17:45:08.440819,7736.79,Demo
lead_006968,2025-08-18 03:02:08.440819,4507.07,Subscription
lead_006974,2025-08-30 13:59:08.440819,2198.64,Demo
lead_006976,2025-08-30 17:16:08.440819,6424.81,Subscription
lead_006977,2025-08-19 15:15:08.440819,7324.36,Purchase
lead_006981,2025-08-28 08:59:08.440819,1127.43,Subscription
lead_006988,2025-08-26 22:06:08.440819,4552.86,Demo
lead_006989,2025-08-31 00:10:08.440819,8719.39,Trial
lead_006990,2025-08-15 14:27:08.440819,2602.47,Subscription
lead_006992,2025-08-10 20:53:08.440819,8858.09,Subscription
lead_006994,2025-08-23 06:06:08.440819,1000.17,Subscription
lead_006996,2025-08-20 23:48:08.440819,8447.58,Purchase
lead_007001,2025-08-26 12:58:08.440819,5310.17,Subscription
lead_007004,2025-08-16 08:52:08.440819,4838.06,Subscription
lead_007005,2025-09-04 15:08:08.440819,5694.34,Purchase
lead_007009,2025-08-16 10:14:08.440819,5144.27,Subscription
lead_007012,2025-08-10 16:34:08.440819,2271.31,Demo
lead_007013,2025-08-16 05:40:08.440819,7828.25,Purchase
lead_007021,2025-08-13 20:13:08.440819,4339.88,Trial
lead_007022,2025-08-30 01:49:08.440819,9894.33,Demo
lead_007025,2025-08-17 18:46:08.440819,2565.24,Subscription
lead_007027,2025-08-16 17:42:08.440819,6220.1,Subscription
lead_007036,2025-08-23 07:14:08.440819,3445.3,Trial
lead_007039,2025-08-29 15:36:08.440819,1202.16,Subscription
lead_007041,2025-09-08 18:15:08.440819,4952.73,Demo
lead_007043,2025-08-21 13:13:08.440819,5762.02,Trial
lead_007044,2025-08-10 15:06:08.440819,2444.16,Subscription
lead_007048,2025-08-26 20:08:08.440819,4148.59,Demo
lead_007050,2025-08-31 13:28:08.440819,3463.63,Purchase
lead_007051,2025-08-19 09:32:08.440819,6465.46,Demo
lead_007053,2025-08-24 08:45:08.440819,3901.22,Trial
lead_007054,2025-08-25 04:15:08.440819,3763.91,Purchase
lead_007055,2025-08-24 01:09:08.440819,7720.65,Subscription
lead_007060,2025-08-31 15:16:08.440819,5742.73,Trial
lead_007061,2025-08-22 14:06:08.440819,8857.13,Trial
lead_007072,2025-08-11 12:07:08.440819,3010.95,Subscription
lead_007077,2025-09-02 05:14:08.440819,7387.95,Subscription
lead_007086,2025-08-15 18:05:08.440819,8156.94,Purchase
lead_007090,2025-08-28 07:56:08.440819,5762.32,Subscription
lead_007092,2025-09-05 13:48:08.440819,6018.89,Purchase
lead_007095,2025-08-20 11:36:08.440819,1108.88,Demo
lead_007098,2025-08-19 07:53:08.440819,7544.7,Trial
lead_007102,2025-09-01 05:28:08.440819,5487.47,Trial
lead_007107,2025-08-25 06:22:08.440819,5033.19,Subscription
lead_007113,2025-08-28 23:42:08.440819,8137.08,Trial
lead_007117,2025-08-17 05:20:08.440819,6805.3,Trial
lead_007118,2025-08-26 03:27:08.440819,8144.15,Purchase
lead_007121,2025-08-26 04:58:08.440819,7606.75,Purchase
lead_007122,2025-08-30 10:34:08.440819,9724.28,Trial
lead_007123,2025-08-26 19:13:08.440819,2630.2,Demo
lead_007126,2025-08-16 03:39:08.440819,5351.14,Purchase
lead_007136,2025-09-01 19:12:08.440819,5363.5,Trial
lead_007145,2025-08-30 00:01:08.440819,5283.48,Purchase
lead_007146,2025-08-29 12:11:08.440819,2095.14,Demo
lead_007148,2025-08-25 00:20:08.440819,7794.22,Purchase
lead_007149,2025-09-04 10:09:08.440819,8713.6,Trial
lead_007158,2025-08-21 04:42:08.440819,9839.49,Subscription
lead_007159,2025-09-04 15:00:08.440819,6307.2,Demo
lead_007160,2025-08-26 01:46:08.440819,6678.08,Trial
lead_007164,2025-09-09 17:51:08.440819,1342.37,Trial
lead_007165,2025-08-23 10:20:08.440819,8554.4,Demo
lead_007167,2025-08-17 23:55:08.440819,6419.03,Subscription
lead_007171,2025-09-09 07:17:08.440819,6164.07,Trial
lead_007174,2025-08-24 02:12:08.440819,6098.21,Subscription
lead_007179,2025-08-17 03:40:08.440819,9113.7,Purchase
lead_007181,2025-09-12 17:43:08.440819,8534.43,Demo
lead_007185,2025-08-15 15:50:08.440819,9486.92,Trial
lead_007189,2025-09-10 12:35:08.440819,6712.84,Subscription
lead_007193,2025-08-29 00:36:08.440819,7639.8,Trial
lead_007195,2025-08-31 14:44:08.440819,2334.98,Demo
lead_007197,2025-08-29 16:03:08.440819,8576.74,Subscription
lead_007200,2025-09-02 02:03:08.440819,8957.52,Trial
lead_007203,2025-09-10 21:11:08.440819,2016.28,Purchase
lead_007204,2025-08-29 03:04:08.440819,4737.52,Trial
lead_007205,2025-09-11 05:22:08.440819,9788.02,Subscription
lead_007206,2025-09-01 11:17:08.440819,2234.15,Trial
lead_007213,2025-08-18 11:07:08.440819,5795.72,Purchase
lead_007214,2025-08-22 10:15:08.440819,4269.06,Purchase
lead_007216,2025-08-25 15:35:08.440819,1585.96,Demo
lead_007221,2025-09-11 14:27:08.440819,2315.72,Demo
lead_007223,2025-08-27 11:57:08.440819,9940.72,Trial
lead_007224,2025-08-31 14:05:08.440819,5311.46,Trial
lead_007230,2025-09-07 04:13:08.440819,7297.15,Demo
lead_007233,2025-08-19 00:03:08.440819,3535.14,Trial
lead_007234,2025-08-27 05:02:08.440819,1903.92,Trial
lead_007240,2025-08-16 09:22:08.440819,6272.68,Subscription
lead_007241,2025-09-12 19:03:08.440819,7058.0,Trial
lead_007243,2025-09-10 18:24:08.440819,6026.12,Purchase
lead_007245,2025-08-29 11:32:08.440819,3223.81,Trial
lead_007246,2025-08-23 19:06:08.440819,2943.58,Trial
lead_007251,2025-09-05 01:39:08.440819,8472.49,Subscription
lead_007260,2025-08-22 17:44:08.440819,1383.93,Subscription
lead_007265,2025-09-13 07:51:08.440819,1601.83,Trial
lead_007271,2025-09-08 08:02:08.440819,1537.28,Trial
lead_007277,2025-08-30 22:10:08.440819,4562.58,Demo
lead_007278,2025-09-14 10:19:08.440819,4642.52,Demo
lead_007291,2025-09-01 04:32:08.440819,9639.93,Purchase
lead_007292,2025-08-28 06:18:08.440819,4502.78,Purchase
lead_007294,2025-08-30 15:38:08.440819,7339.99,Demo
lead_007298,2025-08-29 00:45:08.440819,8491.6,Trial
lead_007299,2025-09-06 18:22:08.440819,3147.84,Trial
lead_007301,2025-09-07 15:55:08.440819,4588.63,Demo
lead_007318,2025-08-20 17:17:08.440819,1024.12,Demo
lead_007322,2025-08-25 01:57:08.440819,2672.66,Demo
lead_007325,2025-09-09 18:45:08.440819,2994.6,Subscription
lead_007328,2025-09-01 03:38:08.440819,6096.57,Trial
lead_007329,2025-08-30 15:11:08.440819,5267.48,Purchase
lead_007330,2025-08-30 15:25:08.440819,7040.52,Purchase
lead_007345,2025-09-17 00:09:08.440819,7261.71,Trial
lead_007356,2025-08-23 00:21:08.440819,9759.86,Subscription
lead_007358,2025-09-09 21:51:08.440819,2953.56,Purchase
lead_007359,2025-09-08 20:51:08.440819,6945.79,Demo
lead_007363,2025-08-31 07:12:08.440819,3216.98,Trial
lead_007367,2025-09-14 10:52:08.440819,3960.5,Demo
lead_007369,2025-08-29 04:32:08.440819,7221.53,Purchase
lead_007371,2025-08-25 23:27:08.440819,4964.91,Demo
lead_007375,2025-08-26 16:34:08.440819,9037.12,Trial
lead_007383,2025-09-03 05:15:08.440819,3088.68,Purchase
lead_007394,2025-09-11 01:31:08.440819,4875.92,Purchase
lead_007399,2025-09-05 22:47:08.440819,3349.36,Purchase
lead_007400,2025-09-07 17:02:08.440819,7419.82,Subscription
lead_007406,2025-09-16 19:00:08.440819,2804.7,Demo
lead_007407,2025-09-12 16:13:08.440819,1612.53,Purchase
lead_007412,2025-08-25 15:37:08.440819,2220.24,Trial
lead_007413,2025-08-28 17:10:08.440819,8574.75,Trial
lead_007416,2025-09-02 10:28:08.440819,7764.16,Trial
lead_007418,2025-09-11 20:15:08.440819,2689.31,Demo
lead_007423,2025-08-26 23:17:08.440819,5097.89,Purchase
lead_007425,2025-08-29 20:45:08.440819,5641.87,Subscription
lead_007426,2025-08-20 16:18:08.440819,3941.02,Subscription
lead_007429,2025-09-13 12:03:08.440819,2207.28,Demo
lead_007431,2025-09-03 16:59:08.440819,8170.42,Subscription
lead_007432,2025-08-30 12:55:08.440819,2405.93,Subscription
lead_007433,2025-09-16 20:36:08.440819,1225.96,Trial
lead_007434,2025-09-07 19:19:08.440819,2345.47,Trial
lead_007440,2025-09-04 06:25:08.440819,1775.97,Demo
lead_007441,2025-08-30 04:34:08.440819,6847.37,Subscription
lead_007445,2025-09-04 05:38:08.440819,3475.03,Subscription
lead_007449,2025-09-11 09:33:08.440819,4268.65,Subscription
lead_007452,2025-08-31 00:21:08.440819,5861.53,Purchase
lead_007460,2025-09-16 16:29:08.440819,4974.63,Trial
lead_007461,2025-09-16 07:26:08.440819,5462.85,Subscription
lead_007463,2025-08-30 09:53:08.440819,9591.36,Purchase
lead_007464,2025-08-22 14:23:08.440819,5480.32,Subscription
lead_007465,2025-08-20 09:39:08.440819,7094.88,Purchase
lead_007475,2025-08-30 23:58:08.440819,8936.86,Purchase
lead_007478,2025-08-25 11:58:08.440819,8052.98,Trial
lead_007484,2025-09-04 23:15:08.440819,3481.78,Trial
lead_007494,2025-09-03 03:08:08.440819,8619.05,Subscription
lead_007495,2025-09-11 09:18:08.440819,7150.75,Trial
lead_007496,2025-09-11 13:09:08.440819,7486.81,Trial
lead_007497,2025-09-07 09:43:08.440819,4680.69,Purchase
